"hanzi","pinyin","english_definition"
"鱜","hoeng1",
"𦽭","xián",
"𩏯","bó",
"𧂢","jiān",
"𡍻","wèng",
"𦞝","xì",
"戗","coeng1",
"䱉","sin5",
"橒","wan4",
"帝","dai3",
"晈","gaau2",
"觻","luk6",
"䆶","jiū",
"𥳔","duò",
"𦳊","shǐ",
"𰱐","zuk6",
"烩","wui6",
"𤒇","san1",
"魈","siu1",
"𪅍","chì",
"崏","man4",
"攺","ji5",
"𠴡","xiào",
"复","fuk6",
"𧥟","mò",
"𥶺","dié",
"𨼈","zhàn",
"傟","ong2",
"騺","zi3",
"𢾺","fěi",
"阸","aai3",
"𪁛","yì",
"𠟌","fǔ,pǒu",
"𡎉","dù",
"𧂒","zhuó",
"𩔥","qǐng",
"䧯","caam4",
"獜","leon4",
"𤄼","jìn",
"𦱄","gu1",
"齊","cai4",
"𨺗","dau2",
"䇎","coek3",
"傃","sou3",
"醳","jik6",
"𪌿","nié",
"駞","to4",
"惍","gam1",
"𧿠","hù,dì",
"𦈎","taan4",
"锤","ceoi4",
"豣","gin1",
"𫽣","zoeng1",
"䶕","baa6",
"衡","hang4",
"䃀","ceoi3",
"伵","gwik1",
"𦙇","tān",
"㒓","taat3",
"𦵸","gěng",
"㲾","yǔ",
"䦐","ting2",
"铖","sing4",
"𥑓","pǐn",
"䣳","si1",
"沺","tin4",
"𢄺","jiǎo",
"殮","lim5",
"爂","biu1",
"役","jik6",
"𥈾","juè",
"枤","dai6",
"𧓀","yīng",
"譗","zaap3",
"𰛽","ding2",
"吂","mong4",
"𩚕","yǐn,qiāng",
"蝍","zik1",
"㽴","zoeng6",
"両","loeng2",
"橠","no5",
"㮪","kung4",
"彫","diu1",
"䰦","pǐ",
"暖","nyun5",
"𩂞","pào",
"鎺","zou2",
"謉","kwai5",
"労","lou4",
"蘿","lo4",
"𧑚","hán",
"𱊁","kei4",
"𥰮","gě",
"𡅆","zāng",
"䵯","teon2",
"𧕉","qī",
"龑","jim5",
"𧓗","yí",
"鸞","lyun4",
"我","ngo5",
"䱋","gung2",
"倫","leon4",
"𩭟","dào",
"幏","gaa3",
"𩜬","quán",
"晊","zat1",
"𩺰","yú,wú",
"觵","gwang1",
"鴸","zyu1",
"𠫶","tān",
"𫫕","ting2",
"𩐬","kǎn",
"烣","fui1",
"辐","fuk1",
"𦹽","pí",
"崁","ham3",
"攼","gon1",
"𬬱","gan1",
"备","bei6",
"𤾣","pū",
"䤗","gam2",
"䈜","qìn",
"䫷","ngok6",
"䡰","kēng,kěng,gǔ",
"𬌮","hiu1",
"騬","sing4",
"𡜻","saam3",
"𫩳","ngai1",
"蛥","sit6",
"防","fong4",
"𫛜","fau4",
"𧚆","fèi",
"袳","ci2",
"𧨴","zì",
"𤚊","dié",
"䧩","gam2",
"獞","tung4",
"鮜","hau6",
"搨","taap3",
"𠂤","deoi1",
"聂","nip6",
"𥢒","láo,lào",
"䇐","lei6",
"偽","ngai6",
"魦","saa1",
"沼","ziu2",
"猐","goeng1",
"惇","deon1",
"𠙞","huò",
"锖","coeng1",
"豥","goi1",
"𦱣","gǒu",
"䶏","tai3",
"汅","min5",
"𨴺","mén",
"袛","dai1",
"䃂","gwan2",
"佯","joeng4",
"𰑔","zap1",
"㒍","léi",
"璹","sau6",
"㲸","kap1",
"𢄅","yì",
"𧐁","sù",
"铈","si5",
"𧡝","tin2",
"𥽰","mí",
"𠵆","daam3",
"殨","kui2",
"𠓸","shèng",
"燼","zeon6",
"徫","wai5",
"䭱","bit6",
"枦","lou4",
"譑","giu2",
"叼","diu1",
"𢕙","měng",
"蝏","ting4",
"㽮","sing1",
"丣","jau5",
"檚","co2",
"𡒧","tiǎn",
"胎","toi1",
"彝","ji4",
"暘","joeng4",
"𣪠","gik1",
"鎴","sik1",
"謃","sing1",
"劮","jat6",
"虁","kwai4",
"𢊒","xiū",
"𦐒","ngai6",
"𩈑","nǎn",
"䶧","ngaau5",
"戓","gap3",
"䱅","mut6",
"樾","jyut6",
"幉","jip6",
"斄","lei4",
"觧","gaai3",
"𪏒","huáng",
"𣞁","wing4",
"䴤","sang1",
"𨏚","gé",
"烥","geoi6",
"魴","fong4",
"𤓵","zǔ",
"峻","zeon3",
"靲","kam4",
"齩","ngaau5",
"夹","gaap3",
"𨹊","shǎn",
"𧊄","guǐ",
"僋","taam3",
"䡲","chán,dān",
"冀","kei3",
"騦","si1",
"𦝦","tuǒ",
"𢞬","zhuān",
"阤","zi6",
"𥗿","lǎ",
"𢎄","gē",
"𪖇","fán",
"䧛","bong6",
"獘","bai6",
"𢴮","qū",
"𧾮","líng",
"𦋈","xiàn",
"𥒮","wěi",
"搚","lap6",
"𤦍","pui3",
"𥾼","wǎng",
"㕥","ji5",
"偿","soeng4",
"釟","baat3",
"𱂈","wan6",
"獊","cong1",
"悹","gun3",
"𥯥","chè",
"𦵭","suī",
"锐","jeoi6",
"豟","ak1",
"牓","bong2",
"䶑","tai3",
"袝","fu6",
"䂼","niè",
"䧇","yī,yǐ",
"氮","daam6",
"㑿","zhào",
"璳","tin4",
"㲺","jí",
"鵊","gaap3",
"锂","lei5",
"𤵘","bì",
"𧜞","mán,màn",
"殚","daan1",
"𨏠","lóng",
"燮","sit3",
"徥","si6",
"𤆍","cek3",
"柠","ning4",
"𪘗","tuó",
"譃","jyu4",
"叾","duk1",
"𩆎","liù",
"蝉","sim4",
"㾠","kuáng",
"丝","si1",
"檌","seoi4",
"𨋨","hún",
"㮦","sok3",
"彗","wai6",
"暒","cing4",
"𬂅","daan1",
"鎶","go1",
"訵","ci1",
"劰","mok6",
"𮷇","lok6",
"蘻","hai6",
"𧯩","chù",
"𩼴","yè",
"𨀂","cuk1",
"𪘨","zhāi",
"𠹔","táng",
"𦄼","xū",
"𬊎","gung3",
"𩉡","jiá",
"才","coi4",
"䰷","bàng",
"楸","cau1",
"幋","pun4",
"敶","can4",
"𬌝","co1",
"觡","gaak3",
"𬬷","sek6",
"𡰎","tí",
"𩏉","wéi",
"蘟","jan2",
"烟","jin1",
"魶","naap6",
"䦒","dong6",
"峽","haap6",
"攨","waa2",
"𡴯","è",
"𩵰","jiāo,qiū",
"夳","taai3",
"泄","sit3",
"𥖏","gun3",
"䬣","xì,qì,gē",
"䭻","fan1",
"𠘳","yōu",
"𮸚","jan1",
"騨","to4",
"竰","lei4",
"𥃠","yì",
"陞","sing1",
"𨗝","yù,jú",
"𨠬","hào",
"𩢫","móu",
"𠍩","yào",
"鵰","diu1",
"䧕","wik6",
"𦅽","jú",
"𥃕","kē",
"搔","sou1",
"𪏠","gōng",
"𨴭","yǒng",
"𢇰","tán",
"䃼","buk1",
"偹","bei6",
"釙","pok3",
"𣄸","huò",
"餔","bou1",
"悳","dak1",
"锒","long4",
"貑","gaa1",
"𠛵","gēn",
"𤖵","jù",
"𡌃","kok3",
"袗","zan2",
"䂮","loek6",
"佫","hok6",
"㒹","din1",
"璵","jyu4",
"㲴","zung3",
"𰀢","gaam1",
"𩇓","leoi4",
"鵂","jau1",
"锄","co4",
"𣟌","lì",
"辊","gwan2",
"𧣩","xǐ",
"爨","cyun3",
"徧","pin3",
"𪨗","goek3",
"柒","cat1",
"謽","koeng5",
"𤈧","hé",
"司","si1",
"𨛎","hàn",
"蝻","naam4",
"㾚","se1",
"乏","fat6",
"𨮴","dèng",
"檆","caam3",
"㮘","máo",
"彙","wai6",
"暄","hyun1",
"𧠶","yǒu",
"鎰","jat6",
"訯","saa2",
"勪","kiu5",
"䌦","dou6",
"𨉉","pei4",
"蘭","laan4",
"𫝬","wui6",
"㔌","zau6",
"𦪒","wèi",
"㪊","kwan4",
"𦏹","yǎn",
"㕯","neot6",
"虤","ngaan4",
"𤳥","xī",
"狺","ngan4",
"䰱","ling4",
"楺","jau2",
"幅","fuk1",
"数","sou3",
"解","gaai2",
"汏","daai6",
"𥪏","jū",
"蘙","ai3",
"烑","jiu4",
"𢋿","zhāi",
"魰","man4",
"崷","cau4",
"𠣇","niǎn",
"敢","gam2",
"𩈖","xiān,hān",
"𥇇","suō",
"夵","jim5",
"𦺠","gū",
"𩱞","jiào",
"䬥","yì",
"䡞","guk1",
"𱊮","lo4",
"蓈","long4",
"騢","haa4",
"𰊢","cim3",
"陠","pou1",
"𨪂","seoi6",
"䧗","bik1",
"玄","jyun4",
"𬡷","zaan3",
"𤰇","bei6",
"𦞤","xìn,zǐ",
"𥬠","cau1",
"搖","jiu4",
"䫰","leon6",
"𣊝","sàng",
"堡","bou2",
"𦛕","qū",
"𣿒","cuǐ",
"䃶","waai4",
"侫","ning6",
"釛","baat3",
"𠰌","mut1",
"猶","jau4",
"悵","coeng3",
"锌","san1",
"貋","ngon6",
"䬧","yuán",
"袉","to4",
"䂨","cik1",
"佝","gau1",
"㒻","mou6",
"璯","wui6",
"㳦","haai6",
"䮻","chì",
"滗","bei3",
"链","lin6",
"䴦","yín",
"𦬘","gōng,sōng",
"毖","bei3",
"𱇐","jyun4",
"爪","zaau2",
"御","jyu6",
"㝄","seon4",
"柌","ci4",
"齣","ceot1",
"謿","zaau1",
"只","zi2",
"𩹎","jam1",
"蝵","cau1",
"蒾","mai4",
"义","ji6",
"檈","syun4",
"肼","zeng2",
"库","fu3",
"暾","tan1",
"挨","aai1",
"鏢","biu1",
"許","heoi2",
"勜","jung2",
"𱉕","go1",
"𡭘","jiā",
"蘧","keoi4",
"䯺","kut3",
"𡠺","wing4",
"㪄","fú",
"𬬽","zok6",
"𥲍","cáo",
"𠒒","jan5",
"㕧","si1",
"戹","ak1",
"䰳","ding1",
"㛽","saan1",
"𧷿","dū",
"鴮","wu1",
"帷","wai4",
"敲","haau1",
"訝","ngaa6",
"𧯾","dōng",
"蘛","juk6",
"𧐰","dú",
"焋","zong3",
"𦨆","zūn",
"魢","gei2",
"鵌","tou4",
"崩","bang1",
"靨","jip3",
"夯","haang1",
"𦒁","cī",
"𧆣","lú",
"䬟","lau4",
"䡘","tin4",
"𡆤","nǎn",
"𡋩","dé",
"驔","tim5",
"蔀","bou6",
"𤦊","daap6",
"䴔","gaau1",
"𦊻","fán",
"陚","fu3",
"𩉯","yuán",
"𥠳","gǔ",
"䨑","tai4",
"蛹","jung2",
"𥵟","zhù",
"尕","gaa2",
"𦖉","wǎng",
"搐","cuk1",
"䌨","cā,cài",
"堓","ngon6",
"𤬷","nà",
"𠇯","qù",
"䃸","xiàn,jīn",
"侥","hiu1",
"釕","liu5",
"𤄽","lì",
"餀","hoi3",
"惯","gwaan3",
"𡠻","zou6",
"锾","waan4",
"貍","lei4",
"𤴻","táo",
"𧇼","hào",
"袃","caai3",
"䂪","haau1",
"佗","to4",
"㒵","mào",
"𥌀","chá",
"㳠","taat3",
"𫍱","zyun1",
"汙","waa1",
"𩗡","tou4",
"铰","gaau2",
"𦸁","tān",
"䉓","luò",
"毐","oi2",
"爤","laan6",
"従","cung4",
"𣑂","hù",
"柎","fu1",
"𥚕","coeng1",
"𣾁","kei4",
"譹","haak3",
"𨃩","sin3",
"思","si1",
"蝷","lik6",
"䮅","jyut6",
"之","zi1",
"浤","wang4",
"肶","bei2",
"庅","mo1",
"𩠎","cáo",
"曀","ai3",
"鏜","tong1",
"訫","seon3",
"勖","juk1",
"𦎨","máng",
"蘩","faan4",
"㺈","ci1",
"𩚖","niù",
"䫺","wang4",
"㪆","dai2",
"𩕾","yuàn",
"𧎖","juān",
"𧙄","bō",
"𪁑","yuè",
"㬙","wai5",
"戻","dai6",
"𡒊","jyu6",
"楦","hyun3",
"𤫱","gōu",
"幱","laan4",
"敬","ging3",
"泰","taai3",
"腻","nei6",
"訏","heoi1",
"𨞛","gé",
"凊","zing6",
"𩠽","tán",
"蘕","pung4",
"焍","dai6",
"𰲸","ok3",
"魜","jan4",
"𢑠","tuó",
"崣","wai2",
"敞","cong2",
"𰵧","zi3",
"夡","hei3",
"𪑒","tùn",
"𠦫","jí",
"傳","cyun4",
"䡚","maau6",
"𧔤","xuán",
"驎","leon4",
"𡻎","xī",
"𥔀","gwang1",
"𥮯","bō",
"𧾔","hǎn",
"陌","mak6",
"𧉪","jiā",
"𠙔","jiù",
"𫚣","bin1",
"䨃","aan3",
"皉","cai2",
"𧔝","lì",
"𥷔","yú",
"尗","suk6",
"摂","sip3",
"堍","tou3",
"䃲","pun4",
"侧","zak1",
"𤙥","hak1",
"𩇩","bèi",
"猲","hit3",
"𩣪","hang1",
"㞤","yín,cén",
"𩙄","liú",
"聎","tiu1",
"锸","caap3",
"貇","han2",
"𪚎","zhāi",
"狴","bai6",
"袅","niu5",
"笢","man5",
"余","jyu4",
"㒧","lai6",
"𪂈","yán",
"㳢","kiu4",
"𦵐","niè",
"𩏷","jiū,jiào",
"铪","hap6",
"鼆","man4",
"𤄄","gau1",
"𪌹","chī",
"䉍","gaan2",
"毂","guk1",
"爖","lung4",
"忍","jan2",
"閡","hat6",
"𧸦","làn",
"譫","zim1",
"𢶍","saap3",
"𠤹","quán",
"𩗣","sōu",
"蝱","mang4",
"㾈","fu6",
"久","gau2",
"檴","wok6",
"𠏵","fung6",
"㯎","nyun6",
"广","gwong2",
"𧻃","yán,qù",
"暺","taan2",
"鏞","jung4",
"㺉","hù",
"𩪱","xūn",
"勘","ham3",
"𩿺","wā",
"虣","bou6",
"㹺","tà",
"𩖊","líng",
"𨹘","xù",
"㪀","yú",
"䫲","hàn,kǎn",
"𨗼","dì,dài",
"𢢓","yōng",
"𢄱","zhì",
"𨍮","gé,lì",
"戵","keoi4",
"楠","naam4",
"𤥭","chē",
"平","ping4",
"斞","jyu4",
"𤊻","fōu",
"訉","faan6",
"凄","cai1",
"蘇","sou1",
"焇","siu1",
"魞","jap6",
"崥","pei4",
"敐","san4",
"𨂣","wù",
"奛","kong3",
"䭋","baau2",
"𤳠","chóu",
"驐","deon1",
"𥣟","xiàng",
"陆","luk6",
"𪙌","qiè",
"𧚯","shòu",
"𫟻","zau1",
"𰵌","joeng4",
"濫","laam6",
"䧽","ceoi2",
"少","siu2",
"搼","kyun4",
"𬙈","leon4",
"堏","fong4",
"𰊑","haam5",
"価","ci5",
"㿑","yào",
"餼","hei3",
"锺","zung1",
"豹","paau3",
"䶳","yuè",
"𥄜","qì",
"䃖","wu2",
"侓","leot6",
"㒡","yóu",
"综","zung1",
"㳜","xiū",
"𢦚","huà",
"𠮨","naai3",
"铬","gok3",
"𲍮","fāng",
"𥢇","jiǎn",
"䉏","xiè",
"殼","hok3",
"爐","lou4",
"忏","caam3",
"𰡊","hiu1",
"𡑎","xūn",
"𢁂","jī,jì",
"譥","giu3",
"𧰱","mò",
"蝣","jau4",
"㿂","zing1",
"丷","baat3",
"檮","tou4",
"𥼛","cuì",
"胢","kaa3",
"庁","ting1",
"暬","sit3",
"𥺣","chōu",
"鏘","coeng1",
"詗","gwing2",
"鎳","nip1",
"勒","lak6",
"收","sau1",
"處","cyu3",
"㹴","gang1",
"𨅯","waa4",
"𬱳","jyu6",
"𥤛","cau1",
"㩲","kyun4",
"鋊","juk6",
"㗠","ci2",
"鎟","song2",
"𩨨","zi6",
"楢","jau4",
"𢖳","xū",
"幭","mit6",
"虸","zi2",
"斘","sing1",
"𩓚","kwai4",
"訋","diu3",
"褆","tai4",
"冶","je5",
"蕁","cam4",
"烹","paang1",
"𩶥","huǐ,hóng",
"崟","jam4",
"敊","cuk1",
"𨴛","gōng",
"奝","diu1",
"𡢄","man5",
"𦛢","guó",
"䭍","wu4",
"𧕇","xiǎn",
"驊","waa4",
"𨢑","jiǎn",
"陈","can4",
"𧢞","qiān",
"𧈈","sè,xì",
"濥","jan5",
"䧿","què,xī",
"𤓾","dào",
"𤻷","pán",
"尃","fu1",
"搾","zaa3",
"𧀌","sù",
"堉","juk6",
"𡬞","yù",
"䄞","zai3",
"䝲","zeon2",
"𢛯","waak6",
"䬄","xù",
"牞","kau1",
"𧽣","zhāng",
"橹","lou5",
"锴","kaai2",
"䳥","ling4",
"蓼","liu5",
"䃐","dat6",
"䣫","ci1",
"𩘓","yóu",
"㒣","jing3",
"㳎","bin6",
"𥟠","gaai1",
"鐦","hoi1",
"𫪁","loi6",
"𧦑","háng",
"䉉","gu1",
"殾","seon3",
"爒","liu5",
"忉","dou1",
"𪍏","fù",
"𥑹","kuā",
"𢇥","suì",
"譧","zaam1",
"𣨓","wù",
"螝","gwai1",
"㿄","ài",
"乱","lyun6",
"檰","min4",
"玻","bo1",
"㮺","bun2",
"幻","waan6",
"𣀄","qún",
"暦","lik6",
"鏊","ngou6",
"詙","bat6",
"鎫","faan6",
"𥠍","yè",
"𥐑","yīng",
"虏","lou5",
"㹶","ting4",
"𪙊","jim6",
"㪬","coek3",
"𠴻","tuō",
"銼","co3",
"𩂙","líng",
"𨿢","dōng",
"𣸧","sam1",
"榜","bong2",
"翐","dit6",
"幟","ci3",
"𠐻","jiǎn",
"斚","gaa2",
"𩨊","cin4",
"訅","kau4",
"冰","bing1",
"𥳌","lóng",
"蕃","faan4",
"烳","pou2",
"𰑿","tong2",
"𧝃","jué",
"𩹟","nài",
"嵑","hot3",
"敌","dik6",
"穇","saam1",
"套","tou3",
"𦺍","jiǎn",
"䭇","yē,yì",
"騼","luk6",
"㥌","guk1",
"隂","jam1",
"𩑻","bì,pó",
"𫓹","gei1",
"𠳕","caau3",
"𤑣","shā",
"濧","deoi6",
"䧹","jing1",
"寽","lyut3",
"𢗴","xī",
"搸","zeon1",
"堻","zeon1",
"炤","ziu3",
"𡳄","bǐ",
"俍","loeng4",
"䝴","zai1",
"𨀫","kāng",
"牠","taa1",
"𡪱","jì",
"𢼦","hǒng",
"𩐅","sà",
"𪑆","yù",
"挪","no4",
"𩜲","fuk1",
"䳟","ming4",
"𨀶","jì",
"𠲓","hóng",
"䃒","hé",
"使","si2",
"㓝","xíng",
"𰽛","ciu2",
"㰈","lim5",
"鐘","zung1",
"㿱","xué",
"𨱻","zhāo",
"𢺟","chàn",
"僫","ok3",
"䣏","gung1",
"牌","paai4",
"徻","wai3",
"𠲊","xiè",
"𪎶","tún",
"譡","dong2",
"鞷","lik6",
"螟","ming4",
"㾾","xiān,lián",
"乳","jyu5",
"檪","lik1",
"玵","ngam4",
"胞","baau1",
"庭","ting4",
"暨","kei3",
"𩖺","hàn",
"鐄","waang4",
"詓","heoi2",
"勾","ngau1",
"𢄿","tuō",
"虑","leoi6",
"㹰","gwong1",
"𥤋","zhé",
"𢲾","bì",
"疓","naai5",
"㪮","ling4",
"住","zyu6",
"銶","kau4",
"𩔦","yí",
"菄","dung1",
"齈","nung6",
"榎","gaa2",
"翂","fan1",
"幙","mok6",
"斔","jyu4",
"褷","si1",
"冲","cung1",
"𧻳","fù",
"蔽","bai3",
"𩄬","hòu",
"烵","zoek3",
"𢽭","jiù",
"嵋","mei4",
"撆","pit3",
"𩍧","zhòu",
"奉","fung6",
"𥣺","ràn",
"僛","hei1",
"𦋐","coek3",
"驶","sai2",
"𪆠","fù",
"𪢕","zyut3",
"陴","pei4",
"𢎖","qú",
"㭥","fu6",
"𩺛","sī",
"䔈","gung3",
"䨫","mài",
"𠹹","lan4",
"𩵀","líng",
"𧬈","hap6",
"寿","sau6",
"𩟞","méng",
"搪","tong4",
"鎵","gaa1",
"堵","dou2",
"𡁈","fàn",
"皍","zik1",
"𣔮","zāi",
"俏","ciu3",
"䝮","xuàn",
"𰘸","sau2",
"餪","nyun5",
"𠋧","qiē",
"挜","aa3",
"𠖷","jiǒng",
"䳡","aan3",
"𣫳","jiǎng",
"䃌","zan1",
"侁","san1",
"㓏","gwing2",
"𩟂","guò",
"㰊","cim4",
"褀","gei6",
"㴳","lung5",
"䴏","yàn",
"𡄑","jiān",
"𢜰","yàn,yǎn",
"䣉","saa1",
"爾","ji5",
"徵","zi2",
"𦬅","kau1",
"𦧹","huā",
"讓","joeng6",
"𪂆","mín",
"螙","dou3",
"㾰","wu4",
"乭","sek6",
"檜","kui2",
"玷","dim3",
"胐","pui3",
"座","zo6",
"曢","liu4",
"𧵓","ziu6",
"鐆","seoi6",
"詅","ling4",
"匀","wan4",
"虋","mun4",
"㺢","kut3",
"𧮞","xuè",
"㪨","sin6",
"𦌚","yán",
"𥿝","dài",
"𥯩","zhuó",
"銸","zip3",
"丗","sai3",
"振","zan3",
"菆","zau1",
"𨑊","nóng",
"房","fong4",
"榈","leoi4",
"羼","caan3",
"幛","zoeng3",
"斆","haau6",
"𩂣","luò",
"褱","waai4",
"凬","fung1",
"𩔙","pǐ,xìn",
"蔯","can4",
"焯","zoek3",
"𤧷","zin2",
"㦌","fat1",
"嵍","mou6",
"摸","mo2",
"𨾅","cì",
"奃","dai1",
"𣽨","téng",
"𠗾","shuǎng",
"𢸴","yǎn,yán",
"僝","saan4",
"𱃟","zaap6",
"驸","fu6",
"𤬭","pī",
"陮","deoi6",
"𡱺","qú",
"𣯜","sōu",
"𤯚","zhōng",
"𡭞","zhān",
"濓","lim4",
"䨥","huò,shuāng",
"𥬈","cung1",
"尹","wan5",
"摤","coeng2",
"𨜼","lì",
"堷","jam3",
"俉","ng6",
"疝","saan3",
"𦩩","yìng",
"餤","daam6",
"𤵭","yā",
"镢","kyut3",
"𢙢","hung2",
"𡵚","jiè",
"䳛","yàn",
"𡞴","ping4",
"㿾","cyu5",
"佻","tiu1",
"㓉","wut6",
"𠩉","yuè,jú",
"㰄","zin1",
"𢃀","wú",
"鐔","taam4",
"𩳥","zhú",
"𠯋","jai5",
"䣋","coi2",
"爸","baa1",
"德","dak1",
"𦁉","jiē",
"𩞿","hàn",
"穑","sik1",
"讍","ngok6",
"𬊤","cin2",
"𦐾","cǐ",
"螋","sau1",
"㾪","saang2",
"也","jaa5",
"櫖","leoi6",
"玱","coeng1",
"脊","zik3",
"庩","tou4",
"𧑄","zung1",
"曔","ging6",
"𩾸","zè,yàn",
"鐀","gwai6",
"訿","zi2",
"𡣔","hàn",
"勺","zoek3",
"𧇠","yào",
"虽","seoi1",
"㺜","nung4",
"𧯱","huò,yù",
"㪚","saan3",
"𧼙","chǒng",
"銲","hon6",
"𩻌","lí",
"菀","jyun2",
"𣶋","zhè",
"𥉃","nài",
"榊","san4",
"羾","hung4",
"嶕","ciu4",
"𨿿","chǒng",
"旀","ji5",
"𡻮","hù",
"褳","lin4",
"凞","hei1",
"𥿷","chào",
"蔩","jan4",
"𩬔","líng",
"無","mou4",
"㦆","fu1",
"嵇","kai1",
"摲","saam3",
"𨳊","gau1",
"奅","paau3",
"債","zaai3",
"𣂄","guō",
"僗","lou4",
"驲","jat6",
"𦾷","lù",
"䭁","zai3",
"𢔊","chí",
"陰","jam1",
"𥜒","yǎn",
"瀍","cin4",
"𡽁","zuì",
"癑","nung6",
"尫","wong1",
"摦","waa6",
"𩅌","chēn",
"報","bou3",
"𢔳","sāo",
"𩘹","sù",
"𨈹","tǒng",
"侻","tyut3",
"䝚","nei4",
"𨾛","chǐ,qí",
"𪅉","tiān",
"犆","dat6",
"𨑌","chén",
"挘","lyut3",
"捁","gaau2",
"圣","sing3",
"紋","man4",
"㿸","maan5",
"䤓","mung4",
"㓋","gung6",
"㯶","zung1",
"鐎","ziu1",
"从","cung4",
"𤐔","tán",
"𣉗","àng",
"䣅","san4",
"爺","je4",
"忱","sam4",
"𧴙","nǎo",
"讏","wai6",
"𪇳","zhēn",
"螅","sik1",
"㾬","gaai1",
"乙","jyut3",
"櫘","seoi6",
"𤚫","táng",
"㯢","zam6",
"庣","tiu1",
"曎","jik6",
"𦼫","qú",
"鏲","cim1",
"詁","gu2",
"勬","gyun1",
"𱂅","bei3",
"𡿗","niè",
"虷","hon4",
"㺞","yú",
"㬿","tūn",
"𡪵","qí",
"㪔","saan3",
"鎿","naa4",
"餗","cuk1",
"鋤","co4",
"𩋿","méi",
"莲","lin4",
"榄","laam5",
"羸","leoi4",
"嶇","keoi1",
"旂","kei4",
"𥵒","miè",
"褭","niu5",
"𤣱","ji5",
"凘","si1",
"錴","luk6",
"𩵠","niú,wěi",
"蔫","jin1",
"㶊","can2",
"焛","leon6",
"𤌇","jiǒng",
"㦈","oi3",
"崹","tai4",
"摴","syu1",
"𥫜","yǐ",
"奿","faan3",
"竸","ging6",
"㻻","deon1",
"儉","gim6",
"𠲴","nóu",
"驤","soeng1",
"𧖢","huì",
"𥍸","shī",
"陪","pui4",
"𢏗","yì",
"瀏","lau4",
"䨡","ham4",
"尥","liu6",
"摠","zung2",
"𱇦","fu1",
"堣","jyu4",
"侵","cam1",
"䝜","syun1",
"𠳎","sì",
"饐","ji3",
"嬗","sin6",
"𠒣","hang4",
"挒","lit6",
"丙","bing2",
"䴴","tip3",
"䴇","ling4",
"䎁","wu4",
"㿺","pok1",
"䤅","tou4",
"㓅","ting1",
"𫛳","fuk6",
"㯰","zik6",
"鑀","oi3",
"𨸋","jiāo",
"𰴯","jing4",
"䢷","daan1",
"爴","fok3",
"𩭋","wén,kūn",
"讉","wai4",
"傿","jin3",
"螇","hai4",
"㿦","ning6",
"乛","waang4",
"櫒","saat3",
"㯤","lì",
"底","dai2",
"曐","sing1",
"鏬","laa3",
"詻","ngaak6",
"𤫨","xín",
"𣤰","yuè",
"䅏","huì",
"㺘","zhàn",
"𠧿","héng",
"麍","lau4",
"㪖","luk6",
"烲","hit3",
"鋞","jing4",
"𦇵","sī",
"莬","man6",
"𨥺","hóng",
"榶","tong4",
"翪","zung1",
"嶁","lau5",
"於","jyu1",
"𧎮","zǎo",
"凚","gam6",
"𢚻","zhù",
"蕥","ngaa5",
"㵼","se3",
"焝","fan3",
"䚦","zi6",
"𥎓","lǐ",
"㦂","soeng4",
"嵳","co1",
"𣱻","sì",
"摮","ngou4",
"奱","lyun4",
"𤷾","qiè",
"悬","jyun4",
"𣛸","zé",
"儃","sin4",
"𥧕","liù",
"𦪽","lóng,lǒng",
"𠷁","qián,jiān",
"驞","pan1",
"𢋮","xiàn",
"𡩽","máng",
"𨌈","tián",
"𲍰","mí",
"𤿑","bǒ",
"𧡉","jì",
"瀉","se3",
"䨓","leoi4",
"㤘","zau3",
"𫛥","gaap3",
"𦷲","xì",
"尧","jiu4",
"㯦","kei4",
"𰫖","laan6",
"塝","bong6",
"𣆐","lou4",
"𢅩","bì",
"侷","guk6",
"𧗩","là",
"饒","jiu4",
"嬙","coeng4",
"镈","bok3",
"圏","hyun1",
"㿴","daap3",
"亩","mau5",
"㯲","gam3",
"𤸤","shí",
"𩅲","duì",
"𤲟","cing1",
"鐺","dong1",
"㷔","yàn",
"㾢","loi6",
"煦","heoi2",
"㴷","dān",
"𨱆","mou6",
"譻","jing1",
"𦛏","kú",
"𢨝","shí",
"俇","gwaang6",
"㿘","yíng",
"井","zeng2",
"𩀼","sǎn",
"櫄","ceon1",
"胸","hung1",
"廏","gau3",
"曊","fai3",
"𦿋","qiè",
"㝈","lyun4",
"詭","gwai2",
"𩰳","xié",
"𥽐","jiàn",
"𦍑","goeng1",
"虳","gwat1",
"㺊","yàng",
"麇","gwan1",
"𬆾","mou6",
"㫐","yǎo",
"𧱪","còu",
"鋠","san6",
"𦒃","hōng",
"莮","naam4",
"榰","zi1",
"翤","ci3",
"嶃","zaam2",
"斮","zoek3",
"𨧣","hok3",
"𥨒","cuì,cuàn",
"襙","cou3",
"凔","cong1",
"𤥀","do1",
"蕗","lou6",
"㵶","zuō",
"焗","guk6",
"𪉦","jiàn,jiǎn,gàn",
"㥴","yí,tí",
"嵵","zi6",
"撠","gik1",
"𢰘","pí",
"里","lei5",
"奫","wan1",
"𨧡","gwan1",
"悦","jyut6",
"拀","zuk1",
"𥎍","zé",
"蔉","gwan2",
"𡳚","xī",
"驠","jin3",
"𨖎","chǐ",
"𥇠","yā",
"𱇭","loi4",
"𰬣","sik1",
"𦻃","huán",
"𨽐","lù,yáng",
"𩻧","guǒ",
"濻","wai5",
"䩍","liǎo",
