hanzi,other_hanzi,relation
𪕣,𬹭,simplified
𪖙,齁,semantic
𪖨,𱌕,simplified
𪗋,𱌙,simplified
𪗜,𬹽,simplified
𪗝,𬹻,simplified
𪗪,𬹿,simplified
𪗭,𬺀,simplified
𪗳,𬹾,simplified
𪗻,𬺁,simplified
𪗽,𬺄,simplified
𪘀,𪚏,simplified
𪘅,𰳆,simplified
𪘓,𬺇,simplified
𪘞,𬺆,simplified
𪘥,𱌸,simplified
𪘧,𬺋,simplified
𪘨,𱌴,simplified
𪘩,𬺊,simplified
𪘬,𱌷,simplified
𪘯,𪚐,simplified
𪘲,𬺌,simplified
𪙉,𱌼,simplified
𪙍,𬺏,simplified
𪙏,𫜯,simplified
𪙑,𬺑,simplified
𪙕,𬺐,simplified
𪙞,𬺅,simplified
𪙤,𬺒,simplified
𪚅,𬺖,simplified
𪚏,𪘀,traditional
𪚐,𪘯,traditional
𪚔,𬺛,simplified
𪚣,𬺝,simplified
𪚭,𱍅,simplified
𪚮,𱍄,simplified
𪚰,𱍆,simplified
𪛕,𱍉,simplified
𪛞,𤪤,traditional
𪜎,𠿕,traditional
𪜺,𰂠,traditional
𪝖,𫢟,simplified
𪝵,𰂁,simplified
𪞝,凙,traditional
𪟎,㔋,traditional
𪟖,𠛾,simplified
𪟝,勣,traditional
𪟲,𫧝,traditional
𪠀,𧷎,traditional
𪠃,𫨑,traditional
𪠏,𥀬,traditional
𪠟,㓄,traditional
𪠡,𠬙,traditional
𪠳,唓,traditional
𪠵,㖮,traditional
𪠸,嚛,traditional
𪠽,噹,traditional
𪡀,嘺,traditional
𪡃,嘪,traditional
𪡋,噞,traditional
𪡏,嗹,traditional
𪡛,㗿,traditional
𪡞,嘳,traditional
𪡺,𡃄,traditional
𪢈,𢖕,traditional
𪢋,𰉀,traditional
𪢌,㘓,traditional
𪢍,𭉗,simplified
𪢐,𡃤,traditional
𪢒,𡂡,traditional
𪢕,嚽,traditional
𪢠,囒,traditional
𪢥,𫩸,simplified
𪢮,圞,traditional
𪣆,埬,traditional
𪣒,堚,traditional
𪣷,𮰥,semantic
𪣻,塿,traditional
𪤄,𡓁,traditional
𪤅,𰋆,traditional
𪤚,壣,traditional
𪥠,𧹈,traditional
𪥫,孇,traditional
𪥰,嬣,traditional
𪥿,嬻,traditional
𪦯,𮱕,simplified
𪧀,孾,traditional
𪧘,寠,traditional
𪨇,𮱣,traditional
𪨊,㞞,traditional
𪨗,屩,traditional
𪨧,崙,traditional
𪨩,𡸗,traditional
𪨶,輋,traditional
𪨷,巗,traditional
𪨹,𡹬,traditional
𪩇,㟺,traditional
𪩎,巊,traditional
𪩘,巘,traditional
𪩛,𡿖,traditional
𪩸,幩,traditional
𪪑,㢗,traditional
𪪝,邕,semantic
𪪝,雍,semantic
𪪝,雝,semantic
𪪞,廧,traditional
𪪴,𢍰,traditional
𪫌,徿,traditional
𪫡,𢤩,traditional
𪫷,㦞,traditional
𪫸,𢜭,traditional
𪫺,憸,traditional
𪬚,𢣐,traditional
𪬯,𢤿,traditional
𪭝,𢯷,traditional
𪭢,摐,traditional
𪭧,擟,traditional
𪭯,𢶒,traditional
𪭵,掚,traditional
𪭾,撊,traditional
𪮃,㨻,traditional
𪮋,㩋,traditional
𪮖,撧,traditional
𪮰,𫼽,simplified
𪮳,𢺳,traditional
𪮶,攋,traditional
𪯂,𭡆,simplified
𪯋,㪎,traditional
𪰶,曊,traditional
𪱥,膹,traditional
𪱷,梖,traditional
𪲎,櫅,traditional
𪲔,欐,traditional
𪲛,檵,traditional
𪲮,櫠,traditional
𪳍,欇,traditional
𪳝,槱,spoofing
𪳷,𬂱,simplified
𪴙,欑,traditional
𪴥,𬃏,simplified
𪴯,歞,traditional
𪵇,𰚂,traditional
𪵑,毊,traditional
𪵢,𰚬,simplified
𪵣,霼,traditional
𪵱,濿,traditional
𪶄,溡,traditional
𪶒,𤄷,traditional
𪶮,𣽏,traditional
𪷈,𭱀,simplified
𪷍,㵾,traditional
𪷽,灒,traditional
𪸕,熂,traditional
𪸩,煇,traditional
𪹀,𤑹,traditional
𪹠,𤓌,traditional
𪹳,爥,traditional
𪹹,𤒻,traditional
𪺣,𤘀,traditional
𪺪,𤜆,traditional
𪺭,犞,traditional
𪺷,獊,traditional
𪺸,𤠮,traditional
𪺻,㺜,traditional
𪺽,猌,traditional
𪻐,瑽,traditional
𪻨,瓄,traditional
𪻲,瑻,traditional
𪻺,璝,traditional
𪼋,㻶,traditional
𪼑,𮴚,simplified
𪼴,𤬅,traditional
𪽂,𪌜,traditional
𪽝,𤳷,traditional
𪽪,痮,traditional
𪽭,𤷃,traditional
𪽮,㿖,traditional
𪽴,𤺔,traditional
𪽷,瘱,traditional
𪾔,盨,traditional
𪾢,睍,traditional
𪾦,矑,traditional
𪾳,𮵆,simplified
𪾸,矉,traditional
𪿊,𥏝,traditional
𪿞,𥖲,traditional
𪿫,礮,traditional
𪿵,𥗇,traditional
𫀌,𥜰,traditional
𫀓,𥜐,traditional
𫀨,䅐,traditional
𫀬,䅳,traditional
𫀮,𥢷,traditional
𫁂,䆉,traditional
𫁟,竱,traditional
𫁡,鴗,traditional
𫁲,䉑,traditional
𫁳,𥯤,traditional
𫁷,䉶,traditional
𫁺,𥴼,traditional
𫂃,簢,traditional
𫂆,簂,traditional
𫂈,䉬,traditional
𫂖,𥴨,traditional
𫂿,𥻦,traditional
𫃐,𬖟,simplified
𫃑,𰪿,simplified
𫃗,𩏷,traditional
𫃞,𰫿,simplified
𫃥,𮉩,simplified
𫃷,𮉭,simplified
𫃻,𮶅,simplified
𫄇,𬘹,simplified
𫄙,糺,traditional
𫄚,䊺,traditional
𫄛,紟,traditional
𫄜,䋃,traditional
𫄝,𥾯,traditional
𫄞,䋔,traditional
𫄟,絁,traditional
𫄠,絙,traditional
𫄡,絧,traditional
𫄢,絥,traditional
𫄣,繷,traditional
𫄤,繨,traditional
𫄥,纚,traditional
𫄦,𦀖,traditional
𫄧,綖,traditional
𫄨,絺,traditional
𫄩,䋦,traditional
𫄪,𦅇,traditional
𫄫,綟,traditional
𫄬,緤,traditional
𫄭,緮,traditional
𫄮,䋼,traditional
𫄯,𦃩,traditional
𫄰,縍,traditional
𫄱,繬,traditional
𫄲,縸,traditional
𫄳,縰,traditional
𫄴,繂,traditional
𫄵,𦅈,traditional
𫄶,繈,traditional
𫄷,繶,traditional
𫄸,纁,traditional
𫄹,纗,traditional
𫅅,䍤,traditional
𫅗,羵,traditional
𫅥,𦒀,traditional
𫅭,䎙,traditional
𫅼,𦔖,traditional
𫆏,聻,traditional
𫆝,𦟼,traditional
𫆫,𦡝,traditional
𫇘,𦧺,traditional
𫇠,𮎍,simplified
𫇦,𤇾,traditional
𫇪,𦱌,traditional
𫇭,蒍,traditional
𫇭,蔿,traditional
𫇴,蒭,traditional
𫇽,蕽,traditional
𫈉,蕳,traditional
𫈎,葝,traditional
𫈟,蔯,traditional
𫈵,蕝,traditional
𫈹,𰰿,simplified
𫉁,薆,traditional
𫉄,藷,traditional
𫉍,𮏀,simplified
𫉬,獲,semantic
𫊪,䗅,traditional
𫊮,蠦,traditional
𫊱,蠒,traditional
𫊸,蟜,traditional
𫊹,𧒯,traditional
𫊻,蟳,traditional
𫋇,蟂,traditional
𫋌,蟘,traditional
𫋐,𬠈,simplified
𫋧,𧈴,simplified
𫋲,䙔,traditional
𫋷,襗,traditional
𫋹,襓,traditional
𫋻,襘,traditional
𫌀,襀,traditional
𫌇,襵,traditional
𫌋,𧞫,traditional
𫌙,𬡱,simplified
𫌨,覼,traditional
𫌩,𰴏,traditional
𫌪,覛,traditional
𫌫,𧡴,traditional
𫌬,𧢄,traditional
𫌭,覹,traditional
𫌯,䚩,traditional
𫍏,𫍘,traditional
𫍐,𧭹,traditional
𫍘,𫍏,simplified
𫍙,訑,traditional
𫍚,訞,traditional
𫍛,訜,traditional
𫍜,詓,traditional
𫍝,𮷅,spoofing
𫍞,𧦝,traditional
𫍟,𧦧,traditional
𫍠,䛄,traditional
𫍡,詑,traditional
𫍢,譊,traditional
𫍣,詷,traditional
𫍤,譑,traditional
𫍥,誂,traditional
𫍦,譨,traditional
𫍧,誺,traditional
𫍨,誫,traditional
𫍩,諣,traditional
𫍪,誋,traditional
𫍫,䛳,traditional
𫍬,誷,traditional
𫍭,𧩕,traditional
𫍮,誳,traditional
𫍯,諴,traditional
𫍰,諰,traditional
𫍱,諯,traditional
𫍲,謏,traditional
𫍳,諥,traditional
𫍴,謱,traditional
𫍵,謸,traditional
𫍶,𧩼,traditional
𫍷,謉,traditional
𫍸,謆,traditional
𫍹,謯,traditional
𫍺,𧫝,traditional
𫍻,譆,traditional
𫍼,𧬤,traditional
𫍽,譞,traditional
𫍾,𧭈,traditional
𫍿,譾,traditional
𫎆,豵,traditional
𫎌,貗,traditional
𫎦,贚,traditional
𫎧,䝭,traditional
𫎨,𧸘,traditional
𫎩,賝,traditional
𫎪,䞋,traditional
𫎫,贉,traditional
𫎬,贑,traditional
𫎭,䞓,traditional
𫎱,䟐,traditional
𫎳,䟆,traditional
𫎸,𧽯,traditional
𫎺,䟃,traditional
𫏃,䠆,traditional
𫏆,蹳,traditional
𫏋,蹻,traditional
𫏌,𨂐,traditional
𫏐,蹔,traditional
𫏑,𨇽,traditional
𫏕,𨆪,traditional
𫏞,𨇰,traditional
𫏨,𨇤,traditional
𫐄,軏,traditional
𫐅,軕,traditional
𫐆,轣,traditional
𫐇,軜,traditional
𫐈,軷,traditional
𫐉,軨,traditional
𫐊,軬,traditional
𫐋,𨎌,traditional
𫐌,軿,traditional
𫐍,𨌈,traditional
𫐎,輢,traditional
𫐏,輖,traditional
𫐐,輗,traditional
𫐑,輨,traditional
𫐒,輷,traditional
𫐓,輮,traditional
𫐔,𨍰,traditional
𫐕,轊,traditional
𫐖,轇,traditional
𫐗,轐,traditional
𫐘,轗,traditional
𫐙,轠,traditional
𫐷,遱,traditional
𫑘,鄟,traditional
𫑡,鄳,traditional
𫑷,醶,traditional
𫒊,𮷷,simplified
𫒋,𮷺,simplified
𫒞,𬭋,simplified
𫒟,𮸋,simplified
𫒡,𫓷,simplified
𫒢,𰾉,simplified
𫒷,𰾣,simplified
𫓔,𮷶,simplified
𫓥,釟,traditional
𫓦,釨,traditional
𫓧,鈇,traditional
𫓨,鈛,traditional
𫓩,鏦,traditional
𫓪,鈆,traditional
𫓫,𨥟,traditional
𫓬,鉔,traditional
𫓭,鉠,traditional
𫓮,𨪕,traditional
𫓯,銈,traditional
𫓰,𮸄,spoofing
𫓰,銊,traditional
𫓱,鐈,traditional
𫓲,銁,traditional
𫓳,𨰋,traditional
𫓴,鉾,traditional
𫓵,鋠,traditional
𫓶,鋗,traditional
𫓷,𫒡,traditional
𫓸,錽,traditional
𫓹,錤,traditional
𫓺,鐪,traditional
𫓻,錜,traditional
𫓼,𨨛,traditional
𫓽,錝,traditional
𫓾,錥,traditional
𫓿,𨨢,traditional
𫔀,𮸀,semantic
𫔀,鍊,traditional
𫔁,鐼,traditional
𫔂,鍉,traditional
𫔃,𨰲,traditional
𫔄,鍒,traditional
𫔅,鎍,traditional
𫔆,䥯,traditional
𫔇,鎞,traditional
𫔈,鎙,traditional
𫔉,𨰃,traditional
𫔊,鏥,traditional
𫔋,䥗,traditional
𫔌,鏾,traditional
𫔍,鐇,traditional
𫔎,鐍,traditional
𫔏,𨬖,traditional
𫔐,𨭸,traditional
𫔑,𨭖,traditional
𫔒,𨮳,traditional
𫔓,𨯟,traditional
𫔔,鑴,traditional
𫔕,𨰥,traditional
𫔖,𨲳,traditional
𫔘,𰿥,simplified
𫔡,𰿯,simplified
𫔭,開,traditional
𫔯,閗,traditional
𫔰,閞,traditional
𫔱,𨷻,traditional
𫔲,𨴹,traditional
𫔴,閵,traditional
𫔵,䦯,traditional
𫔶,闑,traditional
𫔽,𨼳,traditional
𫕚,𩀨,traditional
𫕥,霣,traditional
𫕨,𩅙,traditional
𫖃,靧,traditional
𫖅,䪊,traditional
𫖇,鞾,traditional
𫖑,𩎖,traditional
𫖒,韠,traditional
𫖓,𩏂,traditional
𫖔,韛,traditional
𫖕,韝,traditional
𫖖,𩏠,traditional
𫖞,𬱘,simplified
𫖪,𩑔,traditional
𫖫,䪴,traditional
𫖬,䪾,traditional
𫖭,𩒎,traditional
𫖮,顗,traditional
𫖯,頫,traditional
𫖰,䫂,traditional
𫖱,䫀,traditional
𫖲,䫟,traditional
𫖳,頵,traditional
𫖴,𩔳,traditional
𫖵,𩓥,traditional
𫖶,顅,traditional
𫖷,𩔑,traditional
𫖸,願,traditional
𫖹,顣,traditional
𫖺,䫶,traditional
𫗇,䫻,traditional
𫗈,𩗓,traditional
𫗉,𩗴,traditional
𫗊,䬓,traditional
𫗋,飋,traditional
𫗑,𬲵,simplified
𫗕,𬳄,simplified
𫗚,𩟗,traditional
𫗞,飦,traditional
𫗟,䬧,traditional
𫗠,餦,traditional
𫗡,𩚩,traditional
𫗢,飵,traditional
𫗣,飶,traditional
𫗤,𩛌,traditional
𫗥,餫,traditional
𫗦,餔,traditional
𫗧,餗,traditional
𫗨,𩛡,traditional
𫗩,饠,traditional
𫗪,餧,traditional
𫗫,餬,traditional
𫗬,餪,traditional
𫗭,餵,traditional
𫗮,餭,traditional
𫗯,餱,traditional
𫗰,䭔,traditional
𫗱,䭑,traditional
𫗲,𬲛,traditional
𫗳,𩝽,traditional
𫗴,饘,traditional
𫗵,饟,traditional
𫗻,𬳙,simplified
𫘋,𮹉,simplified
𫘛,馯,traditional
𫘜,馼,traditional
𫘝,駃,traditional
𫘞,駞,traditional
𫘟,駊,traditional
𫘠,駤,traditional
𫘡,駫,traditional
𫘣,駻,traditional
𫘤,騃,traditional
𫘥,騉,traditional
𫘦,騊,traditional
𫘧,騄,traditional
𫘨,騠,traditional
𫘩,騜,traditional
𫘪,騵,traditional
𫘫,騴,traditional
𫘬,騱,traditional
𫘭,騻,traditional
𫘮,䮰,traditional
𫘯,驓,traditional
𫘰,驙,traditional
𫘱,驨,traditional
𫘽,鬠,traditional
𫙂,𩯁,traditional
𫚈,鱮,traditional
𫚉,魟,traditional
𫚊,鰑,traditional
𫚋,鱄,traditional
𫚌,魦,traditional
𫚍,魵,traditional
𫚎,𩶁,traditional
𫚏,䱁,traditional
𫚐,䱀,traditional
𫚑,鮅,traditional
𫚒,鮄,traditional
𫚓,鮤,traditional
𫚔,鮰,traditional
𫚕,鰤,traditional
𫚖,鮆,traditional
𫚗,鮯,traditional
𫚘,𩻮,traditional
𫚙,鯆,traditional
𫚚,鮿,traditional
𫚛,鮵,traditional
𫚜,䲅,traditional
𫚝,𩸄,traditional
𫚞,鯬,traditional
𫚟,𩸡,traditional
𫚠,䱧,traditional
𫚡,鯞,traditional
𫚢,鰋,traditional
𫚣,鯾,traditional
𫚤,鰦,traditional
𫚥,鰕,traditional
𫚦,鰫,traditional
𫚧,鰽,traditional
𫚨,𩻗,traditional
𫚩,𩻬,traditional
𫚪,鱊,traditional
𫚫,鱢,traditional
𫚬,𩼶,traditional
𫚭,鱲,traditional
𫛚,鳽,traditional
𫛛,鳷,traditional
𫛜,鴀,traditional
𫛝,鴅,traditional
𫛞,鴃,traditional
𫛟,鸗,traditional
𫛠,𩿤,traditional
𫛡,鴔,traditional
𫛢,鸋,traditional
𫛣,鴥,traditional
𫛤,鴐,traditional
𫛥,鵊,traditional
𫛦,鴮,traditional
𫛧,𪀖,traditional
𫛨,鵧,traditional
𫛩,鴳,traditional
𫛪,鴽,traditional
𫛫,鶰,traditional
𫛬,䳜,traditional
𫛭,鵟,traditional
𫛮,䳤,traditional
𫛯,鶭,traditional
𫛰,䳢,traditional
𫛱,鵫,traditional
𫛲,鵰,traditional
𫛳,鵩,traditional
𫛴,鷤,traditional
𫛵,鶌,traditional
𫛶,鶒,traditional
𫛷,鶦,traditional
𫛸,鶗,traditional
𫛹,𪃧,traditional
𫛺,䳧,traditional
𫛻,𪃒,traditional
𫛼,䳫,traditional
𫛽,鷅,traditional
𫛾,𪆷,traditional
𫜀,鷐,traditional
𫜁,鷩,traditional
𫜂,𪅂,traditional
𫜃,鷣,traditional
𫜄,鷷,traditional
𫜅,䴋,traditional
𫜊,𪉸,traditional
𫜑,麷,traditional
𫜒,䴱,traditional
𫜓,𪌭,traditional
𫜔,䴽,traditional
𫜕,𪍠,traditional
𫜙,䵴,traditional
𫜟,𪓰,traditional
𫜦,𫜫,simplified
𫜨,䶕,traditional
𫜩,齧,traditional
𫜪,齩,traditional
𫜫,𫜦,traditional
𫜬,齰,traditional
𫜭,齭,traditional
𫜮,齴,traditional
𫜯,𪙏,traditional
𫜰,齾,traditional
𫜲,龓,traditional
𫜳,䶲,traditional
𫜶,㬿,spoofing
𫜷,𨞪,traditional
𫜸,叱,spoofing
𫜸,𠮟,spoofing
𫝈,㑮,traditional
𫝋,𠐊,traditional
𫝡,𡓗,traditional
𫝦,㛝,traditional
𫝧,㜐,traditional
𫝨,媈,traditional
𫝩,嬦,traditional
𫝪,𡟫,traditional
𫝫,婡,traditional
𫝬,嬇,traditional
𫝭,孆,traditional
𫝮,孄,traditional
𫝵,嶹,traditional
𫞅,𦠅,traditional
𫞗,潣,traditional
𫞚,澬,traditional
𫞛,㶆,traditional
𫞝,灍,traditional
𫞠,爧,traditional
𫞡,爃,traditional
𫞢,𤛱,traditional
𫞣,㹽,traditional
𫞥,珼,traditional
𫞦,璾,traditional
𫞧,𤩂,traditional
𫞨,璼,traditional
𫞩,璊,traditional
𫞷,𥢶,traditional
𫟃,絍,traditional
𫟄,綋,traditional
𫟅,綡,traditional
𫟆,緟,traditional
𫟇,𦆲,traditional
𫟑,䖅,traditional
𫟕,䕤,traditional
𫟞,訨,traditional
𫟟,詊,traditional
𫟠,譂,traditional
𫟡,誴,traditional
𫟢,䜖,traditional
𫟤,䡐,traditional
𫟥,䡩,traditional
𫟦,䡵,traditional
𫟫,𨞺,traditional
𫟬,𨟊,traditional
𫟲,釚,traditional
𫟳,𮷵,spoofing
𫟳,釲,traditional
𫟴,鈖,traditional
𫟵,鈗,traditional
𫟶,銏,traditional
𫟷,鉝,traditional
𫟸,鉽,traditional
𫟹,鉷,traditional
𫟺,䤤,traditional
𫟻,銂,traditional
𫟼,鐽,traditional
𫟽,𨧰,traditional
𫟾,𨩰,traditional
𫟿,鎈,traditional
𫠀,䥄,traditional
𫠁,鑉,traditional
𫠂,閝,traditional
𫠅,韚,traditional
𫠆,頍,traditional
𫠇,𩖰,traditional
𫠈,䫾,traditional
𫠊,䮄,traditional
𫠋,騼,traditional
𫠌,𩦠,traditional
𫠏,𩵦,traditional
𫠐,魽,traditional
𫠑,䱸,traditional
𫠒,鱆,traditional
𫠖,𩿅,traditional
𫠜,齯,traditional
𫡬,𠷏,traditional
𫡶,𩅾,traditional
𫢊,錢,semantic
𫢒,儱,traditional
𫢔,𠐽,traditional
𫢘,𠏮,traditional
𫢙,働,traditional
𫢜,𰂴,traditional
𫢟,𪝖,traditional
𫢨,𠎒,traditional
𫢪,僆,traditional
𫢬,僗,traditional
𫢭,儰,traditional
𫢲,𫣴,traditional
𫢸,僤,traditional
𫢹,𠑙,traditional
𫢺,傪,traditional
𫣉,儖,traditional
𫣊,僾,traditional
𫣛,𠑲,traditional
𫣫,𠐍,traditional
𫣴,𫢲,simplified
𫤸,㝟,traditional
𫤽,𠖫,traditional
𫥍,𠘥,traditional
𫥔,𫥝,traditional
𫥝,𫥔,simplified
𫥳,𠠝,traditional
𫥵,𠠏,traditional
𫥺,𠟪,traditional
𫥼,𠜲,traditional
𫥽,𫦙,traditional
𫦁,𠝿,traditional
𫦅,㔅,traditional
𫦉,𠞭,traditional
𫦋,𫦔,traditional
𫦌,㔃,traditional
𫦔,𫦋,simplified
𫦙,𫥽,simplified
𫦩,㔝,traditional
𫦰,𫦸,traditional
𫦳,㔢,traditional
𫦸,𫦰,simplified
𫧃,𣍐,traditional
𫧝,𪟲,simplified
𫧮,𪋿,traditional
𫧯,卨,traditional
𫧷,𥽽,traditional
𫧿,贕,traditional
𫨆,𠩘,traditional
𫨑,𪠃,simplified
𫩕,嚝,traditional
𫩖,𠵘,traditional
𫩚,𠵹,traditional
𫩛,㗰,traditional
𫩤,㗼,traditional
𫩥,嚿,traditional
𫩩,㗙,traditional
𫩫,嚈,traditional
𫩯,𠹛,traditional
𫩳,𠼮,traditional
𫩸,𪢥,traditional
𫩺,嚍,traditional
𫪀,㗻,traditional
𫪁,唻,traditional
𫪂,㘙,traditional
𫪃,囇,traditional
𫪄,𠼤,traditional
𫪅,𠺮,traditional
𫪑,𰈝,traditional
𫪘,𡂿,traditional
𫪚,𠼗,traditional
𫪛,𭇉,simplified
𫪧,嘄,traditional
𫪪,𡂒,traditional
𫪺,㗣,traditional
𫪽,𠾬,traditional
𫫇,噁,traditional
𫫏,𫬆,traditional
𫫦,嚪,traditional
𫫲,𫬛,semantic
𫫵,𡀿,traditional
𫫾,嚬,traditional
𫬆,𫫏,simplified
𫬐,㘔,traditional
𫬙,𧸫,traditional
𫬛,𫫲,semantic
𫬟,𡅥,traditional
𫬱,𰇥,simplified
𫭂,田,spoofing
𫭞,塼,traditional
𫭟,塸,traditional
𫭢,埨,traditional
𫭨,墢,traditional
𫭪,墝,traditional
𫭮,𡍫,traditional
𫭯,𡑎,traditional
𫭲,壧,traditional
𫭼,𡑍,traditional
𫮃,墠,traditional
𫮅,墋,traditional
𫮜,㙬,traditional
𫯒,𨑊,traditional
𫯓,𬻮,simplified
𫯛,天,spoofing
𫯥,奯,traditional
𫯶,奫,traditional
𫰂,奲,traditional
𫰍,媁,traditional
𫰛,娙,traditional
𫰠,㜭,traditional
𫰡,嬅,traditional
𫰢,嬒,traditional
𫰣,𡤠,traditional
𫰨,㜥,traditional
𫰰,嬐,traditional
𫰹,嫢,traditional
𫱕,㜮,traditional
𫱿,𡤫,traditional
𫲉,𮰻,simplified
𫲗,㜺,traditional
𫲴,𭓀,simplified
𫲸,寷,traditional
𫳃,㝞,traditional
𫴼,𡮤,traditional
𫵵,崵,traditional
𫵶,𡺨,traditional
𫵷,㠣,traditional
𫵸,𡷨,traditional
𫵹,𡽵,traditional
𫶄,𫶦,traditional
𫶅,㠁,traditional
𫶇,嵽,traditional
𫶊,𡽳,traditional
𫶕,巆,traditional
𫶦,𫶄,simplified
𫶲,𣫒,traditional
𫷅,㡓,traditional
𫷈,𢄼,traditional
𫷉,幰,traditional
𫷌,𢅡,traditional
𫷘,𠁔,traditional
𫷬,庲,traditional
𫷮,廕,traditional
𫷷,廞,traditional
𫷹,廔,traditional
𫷾,廮,traditional
𫸩,彄,traditional
𫹮,懙,traditional
𫹴,愇,traditional
𫹷,𢥠,traditional
𫹼,𢛔,traditional
𫹽,慯,traditional
𫺁,㤲,traditional
𫺂,悏,traditional
𫺆,㦊,traditional
𫺊,懠,traditional
𫺌,愩,traditional
𫺒,𢢀,traditional
𫺓,㦖,traditional
𫺘,憦,traditional
𫺤,𮲅,simplified
𫺪,懩,traditional
𫺫,𢤜,traditional
𫺷,戁,traditional
𫺹,𫻑,traditional
𫻁,㦦,traditional
𫻇,𢤌,traditional
𫻑,𫺹,simplified
𫼗,𢲫,traditional
𫼝,搊,traditional
𫼣,𢳂,traditional
𫼤,𢯩,traditional
𫼥,㨟,traditional
𫼧,撶,traditional
𫼫,𢲾,traditional
𫼮,擃,traditional
𫼱,摃,traditional
𫼲,𢯦,traditional
𫼵,𢲸,traditional
𫼶,𢱡,traditional
𫼽,𪮰,traditional
𫼾,𢲩,traditional
𫽀,㨥,traditional
𫽁,摙,traditional
𫽇,㩇,traditional
𫽊,㩭,traditional
𫽋,攞,traditional
𫽐,𢳚,traditional
𫽔,𢷃,traditional
𫽙,𢴦,traditional
𫽢,𰔺,traditional
𫽣,摪,traditional
𫽥,攑,traditional
𫽧,㩌,traditional
𫽫,𰔫,traditional
𫽮,擋,semantic
𫽮,攩,semantic
𫽮,攩,traditional
𫽲,𢶑,traditional
𫽳,𢴩,traditional
𫾁,𢸴,traditional
𫾃,𢸳,traditional
𫾉,㩣,traditional
𫾏,𫾡,traditional
𫾡,𫾏,simplified
𫾲,𣀷,traditional
𫾳,𣀘,traditional
𫿂,𢿓,traditional
𫿗,𣀻,traditional
𬀥,𣄸,traditional
𬀩,暐,traditional
𬀪,晛,traditional
𬀮,㬣,traditional
𬀱,暟,traditional
𬁑,𣌂,traditional
𬁘,𰖻,traditional
𬁳,𦟐,traditional
𬁵,膒,traditional
𬁸,𦞛,traditional
𬁺,𦜖,traditional
𬁽,䐣,traditional
𬂀,膶,traditional
𬂂,𦣇,traditional
𬂅,䐷,traditional
𬂉,賸,traditional
𬂛,十,spoofing
𬂠,橅,traditional
𬂩,梜,traditional
𬂮,榝,traditional
𬂰,檂,traditional
𬂱,𪳷,traditional
𬂻,𣛣,traditional
𬃀,槻,traditional
𬃊,櫍,traditional
𬃏,𪴥,traditional
𬃘,樲,traditional
𬃛,𬄝,traditional
𬃦,𣚙,traditional
𬃫,櫶,traditional
𬃮,𣙿,traditional
𬃲,䫐,traditional
𬃳,𣡶,traditional
𬄝,𬃛,simplified
𬄞,𣠕,traditional
𬄩,櫽,traditional
𬄬,𣡌,traditional
𬄺,𣟃,z-variant
𬅁,𮲺,simplified
𬅢,㰰,traditional
𬅥,歄,traditional
𬅫,歕,traditional
𬆂,𬆉,traditional
𬆉,𬆂,simplified
𬆙,𣩕,traditional
𬆦,毄,traditional
𬆮,鷇,traditional
𬆾,覒,traditional
𬇃,𨪅,traditional
𬇄,𣰨,traditional
𬇇,㲲,traditional
𬇕,澫,traditional
𬇘,漙,traditional
𬇙,浿,traditional
𬇬,𤅙,traditional
𬇰,㵍,traditional
𬇹,漍,traditional
𬇼,𣻏,traditional
𬈁,潬,traditional
𬈏,𬉤,traditional
𬈕,㵒,traditional
𬈜,濴,traditional
𬈧,濇,traditional
𬈱,𤀪,traditional
𬈾,𤁪,traditional
𬉂,瀵,traditional
𬉇,㵤,traditional
𬉋,瀢,traditional
𬉠,𮶹,spoofing
𬉠,灡,traditional
𬉤,𬈏,simplified
𬉧,鿰,simplified
𬉼,熰,traditional
𬊂,煼,traditional
𬊈,燖,traditional
𬊉,燵,traditional
𬊍,燽,traditional
𬊎,熕,traditional
𬊖,燘,traditional
𬊗,𤍖,traditional
𬊜,𤓓,traditional
𬊤,燀,traditional
𬊦,覢,traditional
𬊵,爣,traditional
𬊶,爁,traditional
𬊺,燰,traditional
𬊾,㸐,traditional
𬊿,𮳬,simplified
𬋃,𤒦,traditional
𬋍,㸊,traditional
𬌝,犓,traditional
𬌠,𬌦,traditional
𬌦,𬌠,simplified
𬌮,獟,traditional
𬌴,𤣤,traditional
𬌵,𬍁,traditional
𬌷,㺑,traditional
𬍁,𬌵,simplified
𬍙,琖,traditional
𬍛,瓅,traditional
𬍡,璗,traditional
𬍤,璕,traditional
𬎆,㼆,traditional
𬎑,瓓,traditional
𬎟,𮴹,semantic
𬎟,𮴌,simplified
𬎧,㼻,traditional
𬎬,𤮦,traditional
𬏜,㾺,traditional
𬏟,㾵,traditional
𬏤,𤻲,traditional
𬏦,癈,traditional
𬏫,瘒,traditional
𬏮,瘑,traditional
𬏲,𰣢,simplified
𬏷,㿎,traditional
𬐠,𥂸,traditional
𬑆,睔,traditional
𬑇,𥇔,traditional
𬑍,𬑡,traditional
𬑏,䀴,traditional
𬑒,䁱,traditional
𬑓,瞱,traditional
𬑔,衆,semantic
𬑕,睴,traditional
𬑗,瞷,traditional
𬑙,𥌚,traditional
𬑡,瞅,semantic
𬑡,矁,semantic
𬑡,𬑍,simplified
𬑧,矊,traditional
𬒄,𬒒,traditional
𬒆,礏,traditional
𬒇,𥗺,traditional
𬒈,礐,traditional
